Yr Mo Dy   RPT   VAL   ROS   KIL   SHA   BIR   DUB   CLA   MUL   CLO   BEL   MAL
70  9 15 11.50  8.54  5.88  4.00  9.04  4.04  5.96  3.63  6.58  3.46  9.54 13.37
70  9 16 15.87 18.58 13.88  7.87 12.75  8.79  9.75 10.08  9.21 10.08 19.21 17.41
70  9 17 21.04 18.58 19.95 14.83 13.59 13.13 19.08 13.67 13.33 14.67 15.46 18.50
70  9 18  3.83  3.92  8.50  1.42  4.08  2.33  0.54  1.17  2.50  2.25  7.58 10.29
70  9 19  8.67  9.92  8.33  2.92  7.50  3.92  4.00  5.88  5.41  4.12  9.75 10.83
70  9 20  6.00  8.46  8.17  3.04  3.58  3.33  4.08  7.87  5.13  7.04 14.00 14.04
70  9 21  7.50  4.75  5.09  2.58  8.00  4.46  3.17  3.04  4.71  5.37  6.21 10.58
70  9 22 11.04 12.42  9.38  5.50  9.87  9.33  6.54  5.50  7.54  5.04 10.71 11.79
70  9 23  9.21  8.17  6.79  5.63  8.21  7.00  4.54  4.25  7.00  5.29  7.75 11.17
70  9 24  6.50  7.58  9.25  4.88  7.75  3.58  1.17  2.83  4.88  2.58  9.87  7.17
70  9 25 14.58 17.29 11.79  7.25 13.17  9.33  4.50 10.83 11.67 11.46 18.79 15.92
70  9 26 16.42 17.96 14.96 10.50 16.50 11.34 10.75 13.59 13.75 15.25 25.04 20.91
70  9 27  5.75  8.00  4.42  1.92  5.75  3.33  3.13  4.42  4.25  4.92 12.96 12.87
70  9 28 11.71 11.29 12.04  7.04 10.67  7.79  4.67  7.25 10.21  9.79 13.75 15.50
70  9 29 16.00 14.79 12.92  7.96 14.29  9.92 13.17 11.50 13.04 12.71 22.08 23.54
70  9 30 15.00 12.75 11.38  7.79 15.79  8.29 12.08 12.33 13.04 12.62 18.71 25.54
70 10  1 14.75 15.37 12.21  9.38 18.05 11.34 17.29 14.04 17.37 12.33 21.17 28.50
70 10  2 25.29 17.54 15.09 15.25 22.13 14.88 20.62 17.79 20.33 19.12 25.41 32.96
70 10  3 14.29 10.46 11.42  8.54 14.79  8.75 11.75 10.96 13.25  9.17 16.21 20.79
70 10  4 16.42 14.21 14.92  8.25 15.83 11.42 18.75 15.00 16.33 13.88 22.21 26.25
70 10  5 16.54 14.21 13.62  7.96 14.50  8.92 14.88 12.12 12.38 13.54 23.45 30.13
70 10  6 10.79 10.79  8.08  4.71  9.87  6.08 11.63  9.67 10.67  9.38 15.09 22.88
70 10  7 12.67 11.00  7.17  4.33  8.71  6.04  8.25  8.63  8.96  7.67 16.71 24.33
70 10  8  9.00  5.71  9.79  3.00  4.29  2.46  4.42  3.29  4.54  5.25  9.08 14.92
70 10  9  5.91  6.42  5.37  1.58  6.63  5.09  4.17  8.54  5.83  6.87 16.33 19.33
70 10 10  4.38  2.37  5.33  1.25  3.08  3.54  3.25  5.75  4.46  4.42 10.63  8.71
70 10 11 11.38  9.29  8.92  3.13  7.54  5.66  3.04  6.34  5.41  3.08  7.50 10.00
70 10 12 13.33 18.91 10.00  7.41 12.00  8.42  6.13  8.92  9.38  7.29  8.71 11.71
70 10 13 11.54 13.67  9.87  6.79 10.88  9.04  8.12  9.83  8.38  5.50 13.96 12.21
70 10 14  9.54  9.79  7.12  5.71 11.17  9.67  6.08  7.87  8.83  5.63 10.21 10.17
70 10 15  9.13  7.87  6.34  4.17  9.13  6.92  6.13  4.50  6.21  3.63  6.46  9.42
70 10 16  7.50  9.25  6.79  2.96  7.38  5.21  4.12  5.71  3.63  4.00  7.79 10.96
70 10 17  3.63  4.12  4.21  2.04  5.41  4.67  5.88  7.33  5.75  6.04 13.75 19.67
70 10 18  9.79 11.29  8.29  7.96 16.29 11.54 19.62 14.29 18.91 14.92 23.71 32.71
70 10 19 22.67 17.71 17.41 11.63 18.66 12.96 18.58 15.29 17.12 15.41 23.42 32.58
70 10 20 24.92 17.92 22.58 13.13 16.88 10.67 16.33 15.29 15.83 13.75 24.75 35.92
70 10 21 15.16 10.13 17.25  7.58  9.08  6.21 10.96  8.04  9.13  8.54 13.21 21.59
70 10 22  9.00  4.67  7.58  3.25  3.58  4.50  6.87  4.12  5.25  4.00  9.29 12.25
70 10 23 10.50 11.08  9.92  3.83 10.96  9.00 12.25 12.54 11.71 11.21 17.50 19.79
70 10 24 14.67 13.33 12.54  6.75 13.17 11.17 15.87 13.25 13.21 11.71 13.79 14.42
70 10 25 17.62 12.92 14.96  8.58 14.33  9.96 12.21  9.25  9.29  7.96 11.17 15.96
70 10 26  5.54  6.13  6.17  4.46  7.58  5.79  8.54  6.71  7.17  8.67 12.50 20.58
70 10 27 14.46 14.96 12.67  5.63 13.04  9.25 10.17  9.17  9.67  7.62 12.75 14.42
70 10 28 13.70 13.13 12.58  7.04 12.54  8.00  9.33  8.83  9.04  3.96 15.09 12.21
70 10 29 17.33 16.75 16.50  6.96 13.62 10.92 13.17 13.25 12.54 12.21 20.75 21.21
70 10 30 20.30 18.75 18.66 10.96 12.08  9.87 12.46  8.71  9.92  8.71 13.54 21.84
70 10 31 22.25 20.30 19.38 12.42 20.38 14.00 16.25 18.50 16.88 15.16 26.00 25.08
70 11  1 10.58 10.29  9.00  4.08  9.21  7.54 11.46  9.71  9.54 10.37 15.92 24.67
70 11  2 17.50 17.33 14.67  7.04 15.00 11.42 13.33 13.92 12.92 13.50 21.84 21.54
70 11  3 19.58 19.95 15.75 16.83 23.09 18.05 23.75 19.79 22.54 15.79 26.67 26.87
70 11  4 11.38 10.08  9.17  4.96 10.79  8.71 12.92 11.79 12.25 11.17 19.79 24.33
70 11  5 10.96  8.83  8.12  6.08 11.42  9.25 13.50 10.13 13.29 11.92 16.33 26.92
70 11  6 13.33 15.00  9.04  4.63 11.21  8.00  7.33  8.00  7.96  6.87  9.21 14.00
70 11  7 18.08 11.17 21.87  8.12  8.08  7.00  9.71  6.29  7.58  6.38  8.92 11.08
70 11  8 12.67 11.38 10.75  6.04 13.21 10.83 14.42 14.46 16.04 14.75 20.25 29.25
70 11  9 14.83  9.62  9.59  6.63 12.25  9.08 15.75 10.34 14.50 13.17 15.83 24.30
70 11 10 13.04 14.92 11.00  6.71 15.87 10.08 10.96  8.75 11.79  8.79 16.13 15.96
70 11 11 12.58 15.29 10.79  7.08 12.08  8.75 11.92  8.71 10.41  9.92 18.71 22.00
70 11 12 12.71 15.54  9.29  5.88 11.75  7.92 15.09  9.75 10.37 10.17 17.46 23.00
70 11 13  7.67 11.17  6.75  1.33  9.46  5.41  8.75  5.25  7.33  6.67 11.75 17.75
70 11 14 18.00 13.04 15.54  7.33  7.62  6.21  8.25  6.42  8.79  5.50 11.08 18.91
70 11 15 12.75  9.71 10.34  4.25  7.38  6.29  6.04  6.46  6.54  7.08 12.54 14.96
70 11 16 12.92 11.67 12.33  6.83 11.25  8.58 10.75  8.17 10.50  7.92 15.29 20.91
70 11 17 13.08  7.41 12.92  3.54  6.04  4.17  4.92  3.37  3.13  2.88  9.59 13.59
70 11 18 17.62 14.67 17.25  7.41 11.63  8.33  8.96  5.50  8.92  5.33  7.46  8.29
70 11 19 13.59  9.21 10.04  5.83  9.04  6.96  9.50  5.66  9.21  5.96 11.92 17.00
70 11 20 12.54  6.83 13.17  7.25  8.33  6.67  7.92  6.79  9.33  6.17 11.42 14.04
70 11 21  9.50  9.79  7.12  3.17  9.08  6.25 10.21  5.37  9.92  7.75 11.08 20.12
70 11 22 10.21 12.08  9.46  2.00  9.50  7.75  5.79  6.17  6.87  6.79 10.75 17.54
70 11 23 25.12 14.00 23.58 12.96 10.54 11.08 12.00 11.08 13.25 10.29 13.92 16.25
70 11 24  9.83  5.13 14.83  7.38  5.66  6.00  6.79  3.63  8.29  6.96  7.67 11.87
70 11 25 21.79 23.00 16.96 10.71 17.67 11.12 11.21 10.75 11.04  6.34 14.04 10.92
70 11 26 16.50 20.12 12.17  7.75 13.96 10.25  7.21 10.67  9.38  7.12 13.25 12.17
70 11 27 14.21 12.00 14.17  7.92 12.58  8.50  9.54  7.38  8.83  6.29  8.71 17.71
70 11 28 15.83 10.13 15.09  9.42 10.92  9.33  9.96  6.00 11.29  9.59  7.17 13.88
70 11 29  4.00  2.67  5.09  0.67  3.46  1.17  2.21  2.54  1.92  1.79  4.46 10.50
70 11 30  9.25  7.92  7.71  5.29  7.75  4.38  7.83  4.12  6.58  6.13  8.96 15.25
70 12  1  9.71  8.00  7.04  4.83  8.96  6.46  9.33  4.50  8.75  7.17 12.54 17.41
70 12  2 15.54 15.75 13.59  6.92 15.25 10.46 14.75 12.08 12.58 12.25 18.75 18.84
70 12  3 11.21 11.92  8.46  3.21 10.34  6.34  6.96  7.00  8.63  5.75 14.12 16.38
70 12  4 12.67 14.58 10.46  4.12 15.75 10.46 12.50 11.29 12.54 13.29 22.83 26.16
70 12  5 13.96 12.58 12.12  6.08 14.12  9.67 13.75 12.92 12.87 13.08 20.17 25.96
70 12  6 21.62 18.21 15.96 12.42 19.95 12.87 17.33 14.79 16.88 15.16 22.50 28.75
70 12  7 12.21  5.83 13.79  7.00  6.71  4.50  7.54  3.00  5.37  6.58  5.58 14.79
70 12  8  6.38  1.25  9.25  1.29  1.58  0.46  3.46  0.04  0.37  0.63  3.67  9.17
70 12  9  5.66  1.42 13.00  0.54  0.13  0.00  1.79  0.92  2.58  0.13  4.38  8.17
70 12 10 14.00  6.75 13.88  2.50  7.71  3.63  6.58  5.37  6.92  4.12  7.25  9.71
70 12 11 16.71 13.75 15.25  7.79 14.62 10.67  9.21  9.50  7.83  6.34  8.75 13.67
70 12 12 17.88 12.08 13.17  9.59 15.92 10.79  8.17 11.92 11.34  8.50 15.16 18.79
70 12 13  6.00  6.63  9.62  3.46  6.25  2.92  6.79  2.62  4.92  1.96  6.71 14.37
70 12 14 16.46 17.25  7.87  3.88 14.17  8.71  2.42  8.46  5.58  7.50 12.67 16.66
70 12 15  6.04  7.25  9.21  3.58  8.08  5.63  5.04  6.25  6.46  7.83  9.42 16.79
70 12 16 18.21 16.21 15.67  9.08 15.79 11.58 10.96 11.96 11.79 12.50 21.17 23.96
70 12 17  7.21  8.25  7.17  3.00  9.79  6.42  7.62  8.17  8.17  9.42 17.41 21.09
70 12 18 16.58 17.41 14.46  8.29 12.54 11.12  9.83 13.17 11.17 14.17 15.29 20.17
70 12 19 16.08 12.79 15.12  7.83 12.54 10.46 12.75  9.13 10.83 11.67 12.42 14.96
70 12 20  9.33  4.75 10.25  2.42  3.88  1.67  6.13  1.75  4.54  4.50  7.58 19.62
70 12 21  7.79  3.21 14.92  3.63  4.79  2.75  5.83  1.67  4.67  2.42  3.46 13.25
70 12 22 10.41  4.12 11.42  2.33  6.17  0.75  5.96  3.13  4.54  6.08  6.13 13.37
70 12 23 15.00  8.87 19.21  6.58 10.88  6.75 10.13  6.54 10.21 11.38 14.25 25.29
70 12 24 11.75  9.79 14.25  5.79 10.54  4.25  9.42  5.29  7.54  7.58  6.96 16.13
70 12 25 10.41  8.50 19.50  5.41 10.04  2.92  8.42  6.08  7.46  5.63  3.04 16.17
70 12 26 16.83 10.00 21.62  7.83 10.96  4.04 13.33  8.25  9.38  7.38  9.13 18.71
70 12 27 15.25  9.62 22.54  7.41 11.54  7.04 11.58  7.87  9.04  7.62  5.88 17.83
70 12 28 12.46  6.54 13.50  6.29  7.00  2.58  7.21  4.33  6.87  5.00  3.00 15.00
70 12 29 16.75 14.17 28.29  9.54 14.00  9.71 17.88 10.34 12.83 11.29 13.37 23.13
70 12 30 17.96 11.58 27.29 10.96  8.67  6.08 13.79  5.33  8.33  8.58  9.96 18.25
70 12 31  8.38  0.37  9.59  2.62  1.75  0.08  4.83  2.13  2.54  1.17  3.67  7.21
71  1  1  3.71  0.79  4.71  0.17  1.42  1.04  4.63  0.75  1.54  1.08  4.21  9.54
71  1  2  4.04  0.75  6.96  1.21  1.67  0.54  5.83  0.00  3.00  2.58  3.00 10.46
71  1  3  7.41  5.41  7.17  0.63  1.79  0.21  2.50  0.33  0.71  0.13  4.83  7.12
71  1  4 17.50 18.79 14.88  3.46 13.13  7.25  7.12  8.17  6.67  5.21 11.92 10.29
71  1  5 15.21 13.50 21.92  8.08 15.00 12.79 17.96 12.33 13.88 10.21 16.58 22.75
71  1  6 18.96 21.29 17.21  9.67 16.46 14.00 11.63 14.75 13.62 17.08 23.71 23.29
71  1  7 22.83 20.96 20.38 12.71 16.04 14.21 19.21 19.21 14.46 19.83 25.75 25.50
71  1  8 24.92 22.88 19.46 15.34 17.00 14.33 14.62 15.87 15.16 17.50 30.04 26.46
71  1  9 28.21 25.75 23.58 15.00 22.00 19.67 20.30 20.88 19.79 21.04 38.20 32.91
71  1 10 17.04 22.83 14.54  7.50 22.00 16.17 17.96 14.88 15.00 12.54 26.20 19.08
71  1 11 16.62 19.04 16.75  7.08 16.66 13.33 11.04 12.50 11.17 10.37 17.08 21.37
71  1 12  6.63  6.34  4.38  1.08  5.17  2.13  3.88  4.33  4.08  4.92 12.17 10.75
71  1 13 14.88 14.46 11.29  4.38 10.41  7.87  6.87  8.04  7.92  5.37 11.04  9.13
71  1 14 11.04 10.88  9.50  2.92  8.75  3.96  4.17  6.25  5.66  3.58  7.71 10.79
71  1 15  7.75  7.83  5.17  0.17  6.71  2.46  2.00  3.63  1.96  1.67  6.21  8.04
71  1 16 11.12 11.25  8.04  4.08  9.46  6.92  4.33  6.50  7.12  7.21 11.34 14.25
71  1 17 18.25 11.29 17.16 11.34 12.21 10.54 12.42  8.42 10.83 13.33 13.88 17.25
71  1 18 24.87 20.17 17.88 13.54 18.54 14.29 14.46 14.83 15.75 14.42 17.21 19.55
71  1 19 13.88 11.96 11.50  6.38 13.04  8.33 15.96  7.92 10.54 10.92 15.96 23.00
71  1 20 18.08 16.38 13.92  6.54 14.00 10.29 12.62 11.79 10.25  8.83 15.54 19.55
71  1 21 19.75 14.88 15.04  5.13  9.00  4.08  5.58  3.88  5.66  3.75  7.58 13.54
71  1 22 16.88 12.83 12.46  7.04 11.92  7.96 10.00  8.87 10.50  8.54 15.09 14.50
71  1 23 12.92 14.09 10.71  5.96 14.62  9.42 13.00 12.75 11.25 13.83 22.13 22.04
71  1 24 22.29 18.54 18.66 11.12 18.29 13.42 21.17 14.54 16.29 17.67 20.08 25.04
71  1 25 18.84 17.25 13.46  7.17 14.29  9.17 11.71  8.21 10.29 10.67 11.87 15.54
71  1 26 10.50  7.67  9.25  3.50  5.91  2.92  6.13  0.67  5.63  3.13  2.75  9.29
71  1 27 13.62 12.83  7.79  4.25  9.08  2.54  5.83  0.42  4.58  1.63  4.33  7.17
71  1 28 12.29 10.67  6.79  3.42  8.04  0.50  8.38  1.67  3.29  2.88  9.13  5.83
71  1 29  7.04  6.92  6.92  3.25  4.25  1.42  7.08  2.96  6.13  4.33  9.08 13.21
71  1 30 11.67  2.83 12.71  4.21  4.17  1.29  7.04  2.75  4.42  2.79 13.17 13.92
71  1 31 19.29 14.29 25.29 10.96 10.58  7.50 13.79 10.75 11.21 11.63 18.38 26.00
71  2  1 12.58  6.63 20.83  7.08  7.12  1.63  8.21  2.58  4.96  3.08  4.71 12.87
71  2  2  6.29  2.75  7.12  1.42  7.08  4.00 11.67  6.92  8.33  8.21 14.92 21.34
71  2  3 11.67  1.83  7.04  4.25  6.17  2.17 10.92  4.67  8.29  7.87  7.62 15.29
71  2  4  7.04  1.21 10.21  3.04  5.41  0.83  3.50  2.00  4.08  2.29  3.79  6.46
71  2  5 10.75  6.96  9.13  3.92  6.87  2.83  4.96  4.46  3.46  3.21  4.21  6.71
71  2  6  3.58  1.17  5.25  0.37  2.83  0.42  2.83  0.83  0.83  1.96  6.38 10.08
71  2  7  2.71  2.75  3.88  0.83  1.25  0.29  7.08  1.63  1.75  2.71  6.17 11.34
71  2  8  9.79  9.04  8.29  2.92  9.13  5.50  6.79  7.62  6.79  9.54 15.50 17.46
71  2  9 18.66 15.87 14.58  9.33 13.75 10.21  8.67 12.67 12.58 13.96 22.37 19.62
71  2 10 11.25  1.38 12.75  6.34  4.21  4.04  5.71  3.71  6.75  7.96  6.50 12.71
71  2 11  9.25  8.08 10.37  2.79  6.46  4.92  5.00  8.87  6.87  8.79 17.12 18.54
71  2 12 25.33 22.46 22.67 15.79 24.67 18.34 21.71 18.25 20.71 19.21 27.16 29.29
71  2 13 18.84 22.46 14.33 12.67 22.79 13.46 19.62 17.04 19.70 15.34 26.79 29.50
71  2 14 19.17 18.08 16.25  9.83 16.71 11.58 18.50 13.37 14.50 16.33 21.62 25.37
71  2 15 12.00 11.29  7.83  4.38  9.96  4.67  9.54  5.66  7.87  8.38  9.54 22.71
71  2 16 21.79 13.00 14.42  8.25 13.21  8.79 11.96 11.00 12.50 10.92 15.46 16.38
71  2 17 16.04 17.58 12.67  7.87 17.37 10.79 13.21 13.54 15.34 10.79 18.29 13.33
71  2 18 15.75 10.29 12.08  8.00 15.00  7.29 11.71  7.33 12.00  7.54  9.13 12.67
71  2 19  9.21 14.83  8.67  3.21 10.58  6.38  5.91  7.87  7.79  5.96 14.71 14.37
71  2 20 17.25 15.67 15.16  9.29 18.05 12.17 17.04 14.25 14.58 15.87 22.92 23.25
71  2 21  9.75  5.83  9.54  5.41  8.87  5.13 12.08  5.04 11.08  9.50 10.34 18.05
71  2 22  9.96 12.21  6.42  3.75  8.96  5.46  6.25  5.79  6.13  6.79 16.08 14.29
71  2 23 11.96 12.04  9.62  3.29  8.83  4.12  6.58  6.83  6.54  8.17 16.46 18.54
71  2 24  8.33 10.17  5.75  2.33  6.96  1.67  3.17  2.33  2.75  1.58  6.96  7.21
71  2 25  7.92  9.62  6.08  3.33  5.46  2.17  2.33  3.42  2.50  2.25  8.54  8.25
71  2 26  5.54  8.58  5.37  1.71  4.50  1.00  2.54  3.92  2.58  2.13 10.50 11.21
71  2 27  9.42  8.42  7.33  3.88  7.08  3.88  2.62  5.37  6.50  4.88 11.83 16.08
71  2 28  6.46  3.00  5.09  1.50  1.67  0.04  3.04  1.13  3.88  4.12  5.13 11.25
71  3  1 13.50 11.83 14.21  4.83  7.79  4.54  6.71  8.08  8.75 10.54 15.37 20.25
71  3  2 10.37  4.00 11.75  4.58  5.29  2.79  7.87  3.71  7.54  7.38  5.29 11.63
71  3  3  5.04  6.75  8.33  2.67  4.92  1.42  6.38  3.04  4.08  4.58  9.38 13.00
71  3  4 10.37 10.34  6.21  4.33 10.04  5.96  8.25  6.50  7.21  7.67 12.00 18.34
71  3  5  7.41  4.29  8.04  2.13  4.46  1.46  8.58  3.42  5.96  5.88  9.25 13.88
71  3  6  8.87  6.63 16.00  5.33  7.12  2.75  6.87  3.54  5.71  2.13  5.75  7.00
71  3  7  5.33  3.50  6.34  1.50  3.46  0.33  3.42  2.54  3.75  1.75  3.29 10.67
71  3  8  6.29  4.50 13.83  3.71  4.00  1.17  2.25  2.33  3.79  2.17  4.67 10.54
71  3  9  7.75  4.38  7.00  3.96  4.08  1.87  6.71  3.17  7.33  6.34  5.50 13.37
71  3 10  8.83  1.50  5.58  5.58  5.33  2.67  7.00  4.71  7.58  6.46  7.46 13.46
71  3 11  7.00  4.88  6.96  3.79  8.67  4.50  8.92  7.00 10.04  8.38 14.33 17.96
71  3 12 11.67 11.83 10.58  6.29 11.67  9.08 13.29 10.41 12.12 12.17 17.50 22.17
71  3 13 10.83  1.71 11.12  1.42  6.08  2.58  4.71  3.67  5.33  4.88 11.34 14.75
71  3 14  8.50  3.17  5.21  2.37  4.08  1.67  3.25  2.29  1.42  1.00  7.08  9.13
71  3 15  9.92  6.25  7.29  2.21  9.42  3.37  4.33  2.13  1.79  0.71  7.17  5.04
71  3 16  8.08  9.54  7.50  3.58  9.50  5.91  8.21  4.29  6.96  4.25  7.62  8.12
71  3 17 16.17 14.79 11.96  7.79 14.00  9.13 11.21  9.33  8.87  5.83 10.37 10.79
71  3 18 19.00 17.83 20.67 14.12 18.79 18.00 23.25 21.04 21.00 20.30 28.08 33.37
71  3 19 33.04 25.41 26.75 20.46 23.50 18.46 24.25 19.21 19.79 23.63 26.58 35.00
71  3 20 27.50 15.83 24.17 15.79 17.58 13.42 19.08 13.59 16.17 20.38 17.71 32.30
71  3 21 12.62  7.00 20.88  8.38  7.67  5.17 12.12  7.12  8.29  7.75  9.71 16.08
71  3 22  5.63  7.83 14.09  3.50  4.88  1.58  5.96  5.83  4.67  5.33 14.04 14.54
71  3 23 10.63  8.83 11.25  6.13 11.79  8.71 12.21 10.34 12.75 10.96 15.00 19.79
71  3 24 16.62 15.09 15.12  8.71 17.16 11.46 15.92 11.83 15.25 11.21 18.29 22.75
71  3 25 14.50 13.25 11.12  9.67 13.70  9.04 14.83 10.25 15.46 11.12 15.87 21.71
71  3 26 11.17  8.92  7.87  6.13  9.54  5.29 10.92  4.71 11.50  8.00  7.67 20.46
71  3 27  3.96  5.83  7.46  2.04  6.75  3.75  5.79  5.54  5.46  5.37 13.70 13.96
71  3 28 14.17 12.25 13.17  7.46 12.62 10.25  9.96 10.54 11.50 13.88 17.25 20.30
71  3 29  3.67  1.54  6.58  2.96  5.33  1.13  3.21  2.62  4.38  3.83  6.63  6.13
71  3 30  3.92  4.08  5.75  1.08  5.29  1.67  2.04  3.71  4.92  3.50  6.87  5.21
71  3 31  3.83  1.96  5.29  2.00  3.25  0.96  3.42  1.21  3.96  3.13  6.04  4.33
71  4  1 15.96  9.42 11.79  8.54 14.37 11.54  9.29 10.63 10.92 10.63 16.79 19.00
71  4  2 17.29 16.13 20.79  9.67 15.34 13.37 14.79 15.63 14.79 10.21 17.33 20.79
71  4  3 12.92 13.17 24.04  7.62 11.79  8.08 12.96  8.04 10.75  7.50 11.96 15.12
71  4  4  9.38  7.08 19.17  6.38  8.96  4.75  8.25  3.54  7.12  4.33  5.17 12.25
71  4  5  7.29  2.67  5.46  3.13  4.33  0.50  1.46  1.29  3.92  2.46  2.88 11.92
71  4  6  4.17  4.54  6.04  1.79  3.21  0.79  1.42  1.83  1.63  3.17  5.63  8.12
71  4  7  7.46  5.83 13.17  4.38  7.12  2.25  2.92  4.50  3.75  2.92  5.96  7.12
71  4  8  8.42  5.37 18.25  7.25  7.00  3.92  6.63  2.96  6.04  2.54  4.38  3.71
71  4  9  9.75  6.42 19.70  6.50  7.92  4.58  5.17  4.25  6.83  3.63  6.58  4.58
71  4 10  8.17  3.79 11.42  3.29  5.37  3.50  4.33  2.25  6.08  2.42  6.13  3.88
71  4 11  6.25  1.87  9.17  1.92  2.58  0.96  1.42  1.25  2.75  1.50  5.13  3.75
71  4 12 14.04  9.79 10.79  4.38  7.00  5.33  5.79  6.96  8.21  5.58  9.46  7.62
71  4 13 10.79  4.12  9.62  4.25  8.25  4.71  5.63  5.96  6.46  4.54  4.46 13.79
71  4 14  7.41  1.79  7.96  1.42  2.46  2.04  2.13  2.08  4.71  1.38  6.67  4.50
71  4 15  6.38  1.96  8.42  2.33  6.71  3.29  2.29  3.83  3.83  3.17  7.96  8.46
71  4 16 14.79  9.21 12.12  9.17 14.33  9.71 12.00 10.08 12.75 11.87 13.88 21.84
71  4 17 11.42  7.33 11.46  5.91 13.75  9.29 13.75 10.29 12.21 11.63 17.67 22.13
71  4 18 11.04  9.00 12.71  6.63 13.54 10.25 15.83 10.08 15.00 11.96 16.04 23.83
71  4 19  5.00  4.71  8.67  3.63  7.58  5.46  6.38  5.33  9.17  8.17  8.83 13.67
71  4 20  9.25 11.42  5.17  3.25  7.29  4.29  3.88  4.38  6.00  4.38  7.46  9.96
71  4 21 10.13  4.71  6.42  4.21  6.46  7.58  7.50  4.42  8.17  8.79 12.21 15.67
71  4 22 13.92  9.75  6.71  4.50  7.46  3.92  1.50  6.21  6.75  5.33  6.67 10.88
71  4 23 18.34  9.00 15.87  9.46  9.46  7.83 11.25  6.34 14.21 12.92  5.66 15.12
71  4 24 12.25  8.33 10.54  8.17  9.92  8.08 12.62  6.75  9.17 11.21  7.67 18.66
71  4 25 12.08 13.33 11.79  5.75 15.29  7.67  8.46 12.12 10.25  8.54 14.75 18.41
71  4 26  9.75  6.79 16.46  5.96  9.17  7.38 11.21 10.37  9.21  7.79 13.88 14.04
71  4 27  5.46  6.87  8.17  2.92  5.41  2.50  3.83  6.58  5.83  6.54 10.88 15.92
71  4 28  5.79  1.46  5.83  0.87  3.63  1.21  2.37  2.29  4.08  2.13  3.83  8.71
71  4 29  6.42  3.79  3.71  1.63  4.08  2.33  2.75  2.33  1.75  0.67  7.79  7.46
71  4 30  5.21  5.79  4.21  1.83  5.17  2.46  2.83  3.13  3.04  3.63  6.71  8.12
71  5  1  3.46  1.92  6.83  0.83  1.83  0.37  1.42  1.96  1.54  0.50  4.17  4.00
71  5  2  6.00  7.54  6.00  2.25  3.46  3.58  3.50  6.25  3.71  4.21 15.67  7.54
71  5  3 12.92 15.21  7.92  5.50 12.21  8.17  4.33  9.33  8.63  8.71 16.54 13.08
71  5  4 12.33 13.42  7.08  5.21 11.58  7.46  5.41  6.71  8.96 10.00 11.67 10.50
71  5  5 16.21 19.46 12.38  7.83 16.50 13.13  7.21 12.38 11.96 10.46 14.33 17.83
71  5  6 14.12 16.50 10.88  5.25 11.75  6.92  6.54  8.96  9.17  7.58 11.83 17.04
71  5  7 17.54 15.96 13.59 10.29 14.71 10.71  8.63 10.67 12.29 11.17 10.75 17.25
71  5  8 15.41 12.67 13.08  9.13 11.34  9.71  7.87 10.00 11.29 12.46 16.58 12.67
71  5  9 16.42 15.46 14.54  9.17 12.00 10.83 11.46 12.38 12.75 13.92 20.71 18.79
71  5 10 12.92 13.04 14.21  7.75 11.58  8.83 10.04 15.25 10.88 12.75 24.37 18.34
71  5 11  5.41  6.04  4.12  1.92  4.38  2.83  1.63  7.41  4.33  6.67 14.71 13.67
71  5 12 10.08  1.83 14.50  3.33  3.67  3.33  5.17  2.37  4.96  2.29  6.71  6.75
71  5 13 17.16  6.25 13.75  4.63  5.41  6.08  7.17  8.21 10.96  7.25  8.00 14.21
71  5 14  7.87  3.29  5.33  3.58  3.37  2.62  4.42  3.37  6.00  5.09  7.21 10.75
71  5 15 20.91 12.00 13.75  9.04 11.96  8.63 11.12  9.25 12.33 11.87 16.54 21.34
71  5 16 15.92 11.00  7.21  5.71 13.33  5.75  9.46 10.34  9.67  6.38 17.33 21.84
71  5 17 12.04  8.96  8.67  5.66  9.92  5.79  7.38  7.46  9.92  9.13 13.21 13.04
71  5 18  8.87  4.58  6.71  3.92  6.21  3.04  4.25  5.17  7.71  6.04  8.00 13.50
71  5 19  8.50  3.08  5.71  2.42  3.25  1.38  1.54  2.88  3.00  2.33  6.67 11.96
71  5 20  7.96  3.46  8.33  2.54  3.21  1.00  1.21  2.71  3.04  4.33  5.54  9.46
71  5 21  6.92  6.13  8.04  2.46  4.96  3.37  3.46  8.00  4.33  4.58 13.54  9.08
71  5 22 11.83  7.33  7.62  4.71  8.25  4.21  3.00  6.08  6.25  6.38  7.75 11.00
71  5 23 16.71 11.54 10.63  6.75 11.12  5.17  4.67 10.13  8.04  9.96 15.54 15.79
71  5 24  8.08  7.54  7.33  2.33  4.29  2.58  2.54  5.00  5.46  4.88 12.67 16.71
71  5 25  6.04  3.25 15.54  3.46  3.13  3.96  7.04  2.54  5.71  2.75  5.63  9.83
71  5 26  8.29  7.29  8.75  4.79  9.71  5.58  7.46  6.96  8.04  7.83 12.96 16.21
71  5 27 17.92 11.38  9.75  6.29 13.88  7.17 10.63 10.34 10.58  9.62 17.37 18.08
71  5 28  8.25  9.67  9.25  3.92 10.67  5.33  8.50  6.58  6.83  6.83  9.29  9.29
71  5 29  7.17  6.67  9.17  4.83  6.54  4.96  6.17  6.00  6.25  7.41 11.04 13.79
71  5 30  8.87  8.46 10.13  4.17 10.04  4.63  4.88  7.58  5.50  5.75 10.71  7.50
